UNITID,Name,Address,City,State,ZipCode,Longitude,Latitude,CIP CODE,major_field_of_study_orig,major_field_of_study,TUITPL ,TUITPL1,TUITPL2,TUITPL3,TUITPL4,Room,Board,TUITION1,EFYBKAAT,EFYBKAAM,EFYBKAAW,UAGRNTT,UDGAGRNTT,UNDAGRNTT,UPGRNTT,UDGPGRNTP (%),Website,Type,Awards offered,Campus setting,Campus housing,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate,Cohort Year *,Net Price **,Largest Program,IPEDS ID,OPE ID,Average of Households Median Income (Dollars),Average of TotalPop,Average of Men,Average of Women,Average of Hispanic,Average of White,Average of Black,Average of Native,Average of Asian,Average of Pacific,Average of VotingAgeCitizen,Average of Income,Average of IncomeErr,Average of IncomePerCap,Average of IncomePerCapErr,Average of Poverty,Average of ChildPoverty,Average of Professional,Average of Office,Average of Service,Average of Construction,Average of Production,Average of Carpool,Average of Transit,Average of Drive,Average of Walk,Average of OtherTransp,Average of MeanCommute,Average of Employed,Average of PrivateWork,Average of PublicWork,Average of FamilyWork,Average of Unemployment,Average of SelfEmployed
201964,Belmont College,"68094 Hammond Road, St Clairsville, Ohio 43950",St Clairsville,OH,43950,-80.964901,40.07695,13,Education,Education,1,0,0,1,0,1,1,16247,406,157,249," $8,667,044.00 "," $8,667,044.00 ", $-   ," $2,749,489.00 ",58,www.belmontcollege.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Fringe,No,723,723,35%,15%,Fall 2019,"$5,501",-,201283,00994100,70739,4545.50,2528.75,2016.75,1.23,89.78,6.63,0.10,0.78,0.00,3831.00,61639.50,10588.25,29083.00,3504.50,6.68,5.38,34.30,25.90,16.45,12.58,10.75,5.93,0.23,89.70,1.58,0.78,22.63,1787.25,79.95,15.90,0.13,6.43,4.00
198464,Bennett College,"900 E Washington St, Greensboro, North Carolina 27401-3239",Greensboro,NC,27401,-79.77998,36.067531,13,Education,Education,1,1,0,1,0,1,2,4452,5378,1992,3386," $121,866,796.00 "," $120,577,012.00 "," $1,289,784.00 "," $35,510,289.00 ",34,https://www.bennett.edu/,"4-year, Private not-for-profit",Bachelor's degree,City: Large,Yes,168,168,19%,58%,Fall 2016,"$20,545",-,197993,00291100,40149,3806.00,1717.00,2089.00,6.50,20.03,64.45,0.36,5.54,0.01,2852.50,28334.38,6197.50,14688.63,3100.50,36.59,39.04,24.68,25.60,27.13,6.00,16.61,14.64,4.46,68.33,6.45,0.99,19.31,1472.13,80.80,15.51,0.05,11.85,3.64
485962,Beyond Measure Barbering Institute,"Center Street Plaza, Mebane, North Carolina 27302-2323",Mebane,NC,27302,-79.276539,36.098405,,Information not available,Art,1,1,0,1,0,2,3,#N/A,45,31,14," $273,850.00 "," $273,850.00 ", $-   ," $228,118.00 ",81,www.beyondmeasurebarbering.com/,"< 2-year, Private for-profit",One but less than two years certificate,Suburb: Midsize,No,61,61,75%,NA,2019-20,"$11,909",Barbering/Barber,484020,04228400,69524,5353.17,2528.00,2825.17,9.07,69.35,18.12,0.63,0.67,0.02,3871.17,53902.33,9409.33,27019.50,2874.83,12.40,19.13,37.92,25.55,15.90,9.37,11.20,6.85,0.77,83.18,1.87,1.32,26.42,2673.33,78.05,17.57,0.08,6.22,4.28
200785,Bismarck State College,"1500 Edwards Ave., Bismarck, North Dakota 58506-5587",Bismarck,ND,58506,-100.816534,46.821459,52,Business Management & Admin Services,Business Management & Admin Services,1,0,0,1,0,2,3,11820,300,28,272," $2,640,136.00 "," $2,640,136.00 ", $-   ," $1,440,250.00 ",79,https://bismarckstate.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree,City: Small,Yes,3771,3771,51%,14%,Fall 2016,"$11,309",-,200022,00298800,0,6376.00,3070.00,3306.00,0.80,95.80,2.60,0.00,0.70,0.00,5208.00,67148.00,9779.00,34824.00,3407.00,7.90,1.20,34.90,25.90,20.20,11.50,7.50,9.60,0.00,88.40,0.00,0.40,13.20,3912.00,79.70,18.10,0.00,2.00,2.10
198491,Bladen Community College,"7418 NC Hwy 41 West, Dublin, North Carolina 28332",Dublin,NC,28332,-78.731119,34.644691,,Information not available,Art,1,0,0,1,0,2,3,2432,1191,215,976," $8,081,603.00 "," $8,081,603.00 ", $-   ," $3,524,612.00 ",69,https://www.bladencc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Distant,No,978,978,47%,NA,Fall 2019,"$9,059",-,198011,00798700,42777,5623.00,2640.80,2982.20,20.00,42.18,32.48,2.20,0.60,0.00,3694.60,32565.80,6085.80,19650.60,3391.40,28.72,43.98,24.98,19.52,16.76,15.04,23.74,12.26,0.22,83.10,1.70,0.56,21.94,2234.00,78.36,13.80,0.56,10.04,7.28
198507,Blue Ridge Community College,"180 West Campus Drive, Flat Rock, North Carolina 28731-4728",Flat Rock,NC,28731,-82.425544,35.30804,13,Education,Education,1,0,0,1,0,1,2,1000,1572,610,962," $11,837,925.00 "," $11,836,825.00 "," $1,100.00 "," $5,858,467.00 ",61,www.blueridge.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Suburb: Large,No,2794,2794,50%,13%,Fall 2019,"$7,677",-,198039,00968400,66099,5817.50,2944.00,2873.50,19.60,72.35,5.55,0.00,1.35,0.00,4002.00,43293.50,6584.50,24438.00,2926.50,16.05,27.55,28.50,17.55,18.05,22.90,12.95,18.55,0.00,66.85,3.25,0.85,17.65,2970.50,78.70,12.75,0.00,3.50,8.60
201973,Bluffton University,"1 University Drive, Bluffton, Ohio 45817-2104",Bluffton,OH,45817,-83.899439,40.895606,13,Education,Education,1,0,0,1,0,2,3,3416,1032,254,778," $10,429,665.00 "," $10,388,802.00 "," $40,863.00 "," $7,228,846.00 ",52,www.bluffton.edu/,"4-year, Private not-for-profit",Bachelor's degree;Master's degree,Town: Distant,Yes,745,664,46%,NA,Fall 2016,"$21,247",-,201371,00301600,75313,4019.00,2048.33,1970.67,1.07,96.53,1.03,0.03,0.37,0.00,3015.67,61761.00,4886.00,27830.00,2719.00,8.30,12.60,36.93,17.97,15.63,9.97,19.53,5.60,0.43,85.80,3.37,1.17,20.50,2071.67,82.87,10.87,0.10,3.03,6.17
202046,Bowling Green State University-Firelands,"One University Drive, Huron, Ohio 44839-9791",Huron,OH,44839,-82.594156,41.397521,,Information not available,Art,1,0,0,1,0,1,2,43380,66,23,43," $13,158,619.00 "," $13,158,619.00 ", $-   ," $1,280,000.00 ",44,https://www.firelands.bgsu.edu/,"4-year, primarily associate's, Public",One but less than two years certificate;Associate's degree;Bachelor's degree,Rural: Fringe,No,1845,1845,12%,40%,Fall 2016,"$13,609",-,201432,00301801,64826,5760.00,2860.67,2899.33,2.67,94.23,0.27,0.13,0.30,0.03,4434.33,65784.67,8906.00,31493.00,4387.67,10.50,14.00,34.40,20.43,18.27,9.00,17.90,7.47,0.00,86.73,2.63,0.23,22.53,2893.33,81.90,12.27,0.00,3.57,5.83
202073,Bowling Green State University-Main Campus,"220 McFall Ctr, Bowling Green, Ohio 43403",Bowling Green,OH,43403,-83.640896,41.375513,,Information not available,Art,1,1,0,1,0,1,2,40000,11,10,1," $5,445,024.00 "," $5,445,024.00 ", $-   ," $181,524.00 ",15,www.bgsu.edu/,"4-year, Public",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice,Town: Fringe,Yes,16920,13853,61%,24%,Fall 2016,"$20,485",-,201441,00301800,46609,4711.09,2319.18,2391.91,5.35,88.02,3.58,0.06,1.30,0.01,3813.18,52791.27,7252.00,26549.91,3216.91,25.02,23.97,35.63,22.58,20.45,6.87,14.46,7.46,0.39,77.27,9.46,2.09,18.74,2561.55,76.14,19.03,0.38,5.99,4.46
198516,Brevard College,"One Brevard College Drive, Brevard, North Carolina 28712",Brevard,NC,28712,-82.729494,35.236763,13,Education,Education,1,0,0,1,0,1,2,41734,499,205,294," $64,661,421.00 "," $64,513,069.00 "," $148,352.00 "," $2,772,503.00 ",10,https://www.brevard.edu/,"4-year, Private not-for-profit",Bachelor's degree;Master's degree,Town: Fringe,Yes,759,735,36%,NA,Fall 2016,"$24,220",-,198066,00291200,59327,5521.50,2654.25,2867.25,2.85,87.80,5.08,0.30,0.75,0.08,4495.75,45222.25,9754.00,26816.50,4513.25,15.98,32.10,30.60,25.30,21.83,12.00,10.23,8.20,0.50,79.33,3.45,0.68,23.88,2116.75,72.78,13.40,0.00,7.38,13.88
379746,Brown & Clermont Adult Career Campuses,"718 West Plane Street, Bethel, Ohio 45106",Bethel,OH,45106,-84.094071,38.969393,,Information not available,Art,1,0,0,1,0,2,3,#N/A,137,3,134," $1,560,947.00 "," $1,560,947.00 ", $-   ," $1,553,600.00 ",71,www.bccareer.org/,"< 2-year, Public",Less than one year certificate;One but less than two years certificate,Town: Fringe,No,42,42,87%,NA,2019-20,NA,Nursing Assistant/Aide and Patient Care Assistant/Aide,375568,03051500,59746,5508.00,2769.20,2738.80,0.50,97.02,1.60,0.02,0.08,0.00,4215.80,53003.60,9583.00,24341.60,2883.40,14.92,21.18,24.78,24.04,18.82,13.10,19.26,8.44,0.14,83.46,1.40,0.52,34.16,2574.20,80.76,10.40,0.12,6.96,8.70
443225,Brown Aveda Institute-Mentor,"8816 Mentor Ave, Mentor, Ohio 44060",Mentor,OH,44060,-81.324318,41.672002,,Information not available,Art,1,0,0,1,0,2,3,#N/A,34,25,9," $238,663.00 "," $238,663.00 ", $-   ," $132,663.00 ",21,www.brownaveda.com/,"2-year, Private for-profit",Less than one year certificate;One but less than two years certificate;Two but less than 4 years certificate,Suburb: Large,No,124,124,73%,NA,Fall 2019,"$15,463","Cosmetology/Cosmetologist, General",441645,03626300,77366,4939.18,2347.64,2591.55,1.86,94.42,0.83,0.02,1.60,0.00,3952.27,67683.09,10880.82,34288.73,3361.73,6.45,8.02,38.77,25.25,16.38,6.24,13.36,5.79,1.11,85.79,2.55,0.46,23.02,2639.55,84.94,10.79,0.04,3.49,4.25
451820,Brown Aveda Institute-Strongsville,"17901 Southpark Center - Space 160, Strongsville, Ohio 44136",Strongsville,OH,44136,-81.826226,41.312522,52,Business Management & Admin Services,Business Management & Admin Services,1,0,0,1,0,2,3,20700,40,24,16," $586,754.00 "," $586,754.00 ", $-   ," $266,126.00 ",46,www.brownaveda.com/,"2-year, Private for-profit",Less than one year certificate;One but less than two years certificate;Two but less than 4 years certificate,Suburb: Large,No,136,136,71%,NA,Fall 2019,"$16,996","Cosmetology/Cosmetologist, General",450395,03626301,85551,4520.86,2188.00,2332.86,3.17,89.16,2.29,0.54,4.23,0.00,3542.43,83668.29,9805.43,41613.00,5372.14,5.06,5.57,47.56,26.41,12.91,4.43,8.66,5.67,1.51,86.24,0.59,0.53,26.97,2367.43,83.86,12.40,0.00,4.70,3.74
198534,Brunswick Community College,"50 College Rd, Bolivia, North Carolina 28422-9021",Bolivia,NC,28422,-78.22979,34.038973,,Information not available,Art,1,0,0,1,0,2,3,2432,4907,1693,3214," $30,736,145.00 "," $29,928,556.00 "," $807,589.00 "," $26,953,807.00 ",52,www.brunswickcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Distant,No,1678,1678,40%,19%,Fall 2019,"$7,656",-,198084,02170700,58315,3361.50,1686.00,1675.50,4.80,71.85,21.25,0.30,0.00,0.00,2729.00,45114.50,8412.50,24629.00,3047.00,24.00,50.90,30.90,24.00,21.00,13.05,11.05,10.30,0.35,81.60,0.60,0.00,24.20,1122.00,72.95,17.50,0.65,12.85,8.90
202134,Bryant & Stratton College-Parma,"12955 Snow Rd, Parma, Ohio 44130-3151",Parma,OH,44130,-81.781757,41.404607,13,Education,Education,1,1,0,1,0,1,2,12144,2614,839,1775," $64,942,101.00 "," $64,868,396.00 "," $73,705.00 "," $19,618,395.00 ",39,https://www.bryantstratton.edu/,"4-year, primarily associate's, Private not-for-profit",One but less than two years certificate;Associate's degree;Bachelor's degree,Suburb: Large,No,534,534,30%,9%,Fall 2016,"$14,146",-,201469,00267808,62377,3260.93,1554.20,1706.73,4.93,84.24,4.41,0.12,4.41,0.09,2485.53,56842.07,7668.53,29497.87,3088.93,7.60,9.27,36.33,26.97,16.43,6.13,14.13,8.19,1.35,85.69,1.16,0.69,25.24,1598.00,85.61,11.10,0.12,5.62,3.18
202152,Buckeye Hills Career Center,"351 Buckeye Hills Road, Rio Grande, Ohio 45674-0157",Rio Grande,OH,45674,-82.388043,38.892181,,Information not available,Art,1,0,0,1,0,2,3,#N/A,24,1,23," $678,338.00 "," $678,338.00 ", $-   ," $510,379.00 ",70,www.buckeyehills.net/,"< 2-year, Public",Less than one year certificate;One but less than two years certificate,Rural: Distant,No,183,183,79%,NA,2019-20,"$11,581",Licensed Practical/Vocational Nurse Training,201478,02073300,59534,4345.00,1963.00,2382.00,0.05,96.70,0.65,0.00,1.45,0.00,3534.50,56555.50,9415.00,25844.50,3184.00,11.05,17.15,33.05,26.15,19.10,7.00,14.65,6.70,0.50,88.60,0.45,0.05,25.65,1985.50,79.70,16.70,0.00,8.30,3.55
400080,Buckeye Joint Vocational School,"545 University Dr NE, New Philadelphia, Ohio 44663-9450",New Philadelphia,OH,44663,-81.401957,40.470531,,Information not available,Art,1,0,0,1,0,2,3,#N/A,178,95,83," $4,602,789.00 "," $4,602,789.00 ", $-   ," $4,502,959.00 ",62,www.buckeyecareercenter.org/,"< 2-year, Public",Less than one year certificate;One but less than two years certificate,Rural: Fringe,No,65,65,90%,NA,2019-20,"$7,544","Cosmetology/Cosmetologist, General",383312,03065900,53070,4972.00,2441.80,2530.20,4.08,91.88,0.82,0.76,0.64,0.00,3814.80,49366.20,7079.80,24150.80,2554.20,15.26,25.36,25.66,21.20,16.56,9.14,27.42,6.72,0.10,86.54,2.24,2.22,21.26,2353.00,85.10,8.78,0.00,5.64,6.08
492281,Bull City Durham Beauty and Barber College,"931 E Main St, Durham, North Carolina 27701",Durham,NC,27701,-78.889993,35.989115,,Information not available,Art,1,1,1,1,0,2,3,#N/A,38,35,3," $110,442.00 "," $110,442.00 ", $-   ," $110,422.00 ",93,www.bullcitybarbercollege.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Large,No,9,9,63%,NA,2019-20,"$11,090",Barbering/Barber,490948,04179901,51240,2660.00,1306.50,1353.50,14.76,28.50,50.05,0.23,4.64,0.00,1865.90,36233.89,7728.00,18748.80,3065.40,30.30,35.19,37.67,18.80,26.54,7.57,9.43,14.47,11.63,52.44,9.68,4.27,21.71,1175.50,80.24,17.00,0.00,7.58,2.75
202170,Butler Technology and Career Development Schools,"101 Jerry Couch Boulevard, Monroe, Ohio 45050",Monroe,OH,45050,-84.431434,39.44114,,Information not available,Art,1,0,0,1,0,1,1,37650,84,24,60," $21,815,605.00 "," $21,815,605.00 ", $-   ," $1,897,736.00 ",39,www.butlertech.org/,"< 2-year, Public",Less than one year certificate;One but less than two years certificate,Suburb: Large,No,450,450,83%,NA,2019-20,NA,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,201496,02192100,94240,7879.00,3852.50,4026.50,0.90,93.65,2.60,0.15,1.50,0.00,5858.50,76369.50,12080.00,34292.00,3555.50,4.50,7.55,49.55,20.70,10.40,7.30,12.05,6.40,0.35,86.50,1.00,0.00,26.05,3730.00,84.60,13.70,0.00,5.00,1.75
198543,Cabarrus College of Health Sciences,"401 Medical Park Drive, Concord, North Carolina 28025-3959",Concord,NC,28025,-80.600824,35.440038,13,Education,Education,1,0,0,1,0,1,2,1000,4748,1366,3382," $25,447,026.00 "," $25,442,370.00 "," $4,656.00 "," $15,067,371.00 ",56,https://cabarruscollege.edu/,"4-year, primarily associate's, Private not-for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,City: Midsize,No,528,451,47%,NA,Fall 2016,"$17,217",-,198109,00647700,62468,4909.00,2403.36,2505.64,16.42,56.23,23.64,0.47,1.19,0.10,3326.73,46765.27,7897.82,22573.73,2721.09,19.35,26.66,26.68,25.84,20.66,11.39,15.42,13.67,1.26,80.24,0.56,0.34,26.72,2279.91,82.25,12.65,0.22,9.25,4.88
198552,Caldwell Community College and Technical Institute,"2855 Hickory Boulevard, Hudson, North Carolina 28638",Hudson,NC,28638,-81.484148,35.854604,,Information not available,Art,1,0,0,1,0,2,3,1992,2679,822,1857," $20,096,303.00 "," $19,849,444.00 "," $246,859.00 "," $11,708,523.00 ",48,https://www.cccti.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Suburb: Midsize,No,3703,3703,40%,21%,Fall 2019,"$6,286",-,198118,00483500,52013,3789.25,1925.00,1864.25,6.75,88.80,2.48,0.73,0.33,0.05,2903.00,38196.25,6493.00,19933.00,2483.50,18.20,23.20,23.55,22.53,17.10,10.93,25.90,8.73,0.00,85.88,0.73,2.08,22.10,1606.75,80.20,13.90,0.00,9.45,5.90
198561,Campbell University,"143 Main Street, Buies Creek, North Carolina 27506",Buies Creek,NC,27506,-78.738238,35.409149,13,Education,Education,1,0,0,1,0,1,1,31220,1077,406,671," $35,556,602.00 "," $35,556,602.00 ", $-   ," $3,648,566.00 ",40,https://www.campbell.edu/,"4-year, Private not-for-profit",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Doctor's degree - professional practice;Doctor's degree - other,Town: Fringe,Yes,5272,2965,56%,35%,Fall 2016,"$24,280",-,198136,00291300,60341,4433.00,2232.00,2201.00,5.30,83.80,6.70,0.00,1.40,0.00,3318.00,48977.00,8003.00,26202.00,4010.00,11.30,12.70,27.50,22.50,20.20,13.90,15.90,13.90,0.00,82.30,0.00,0.50,26.20,2049.00,74.60,18.70,0.10,10.50,6.50
201098,Cankdeska Cikana Community College,"214 1st Ave, Fort Totten, North Dakota 58335",Fort Totten,ND,58335,-98.990801,47.978122,,Information not available,Art,1,0,0,1,0,2,3,#N/A,2,2,0," $232,318.00 "," $232,318.00 ", $-   ," $108,079.00 ",48,www.littlehoop.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Distant,No,316,316,11%,4%,Fall 2019,"$8,358",-,200208,02236500,60980,1889.00,972.00,917.00,0.00,96.30,0.50,0.50,0.00,0.00,1478.00,67361.00,15129.00,44467.00,7207.00,6.90,12.40,48.60,15.20,6.70,14.00,15.60,4.00,0.00,77.80,6.00,0.30,16.40,910.00,56.00,12.50,0.50,0.30,30.90
202222,Canton City Schools Adult Career and Technical Education,"521 Tuscarawas West, Canton, Ohio 44702",Canton,OH,44702,-81.378614,40.799696,,Information not available,Art,1,0,0,1,0,2,3,5188,7967,2969,4998," $52,281,160.00 "," $50,489,967.00 "," $1,791,193.00 "," $23,387,887.00 ",38,https://www.ccsdistrict.org/site/default.aspx?PageID=189,"< 2-year, Public",Less than one year certificate;One but less than two years certificate,City: Small,No,92,92,74%,NA,2019-20,"$16,983",Licensed Practical/Vocational Nurse Training,201539,02140700,11747,1837.33,913.00,924.33,4.67,52.47,33.50,0.63,0.17,0.00,1388.00,16261.00,4119.33,12174.33,1899.67,54.90,71.37,21.70,25.70,28.67,6.73,17.20,18.30,5.63,64.03,9.00,0.37,19.33,632.00,86.33,5.77,0.00,19.80,7.90
198570,Cape Fear Community College,"411 North Front Street, Wilmington, North Carolina 28401-3910",Wilmington,NC,28401,-77.948306,34.240624,,Information not available,Art,1,0,0,1,0,2,3,2432,962,242,720," $18,614,906.00 "," $17,718,269.00 "," $896,637.00 "," $11,029,470.00 ",46,www.cfcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Midsize,No,14170,14170,30%,55%,Fall 2019,"$8,145",-,198154,00532000,40555,2424.33,1144.67,1279.67,8.80,44.71,41.93,0.56,0.32,0.54,1776.33,31289.78,7669.56,20597.89,3602.11,36.07,52.90,31.63,19.89,27.43,9.90,11.14,9.73,4.40,66.76,5.24,5.69,19.06,1046.22,82.13,9.88,0.12,11.67,7.88
202356,Capital University,"1 College and Main, Columbus, Ohio 43209-2394",Columbus,OH,43209,-82.937867,39.954875,,Information not available,Art,1,0,0,1,0,2,3,3736,6402,1874,4528," $43,818,369.00 "," $42,200,308.00 "," $1,618,061.00 "," $32,725,083.00 ",36,https://www.capital.edu/,"4-year, Private not-for-profit",Bachelor's degree;Postbaccalaureate certificate;Master's degree;Doctor's degree - professional practice,Suburb: Large,Yes,2617,1938,61%,NA,Fall 2016,"$24,439",-,201548,00302300,77173,3653.83,1706.00,1947.83,4.22,69.05,22.63,0.17,0.58,0.05,2704.50,77524.67,10761.33,41044.67,8908.83,19.17,21.90,49.58,24.60,13.40,4.07,8.32,8.12,5.28,75.70,4.02,2.32,19.98,1827.17,77.80,15.62,0.25,8.08,6.33
419703,Career and Technology Education Centers of Licking County,"150 Price Rd, Newark, Ohio 43055-3399",Newark,OH,43055,-82.429175,40.099973,,Information not available,Art,1,0,0,1,0,2,3,8200,0,0,0," $3,759,159.00 "," $3,759,159.00 ", $-   ," $2,992,409.00 ",94,c-tec.edu/o/ctec/page/ps,"< 2-year, Public",Less than one year certificate;One but less than two years certificate,Suburb: Small,No,176,176,72%,NA,2019-20,NA,Nursing Assistant/Aide and Patient Care Assistant/Aide,418205,02220800,55862,4495.19,2167.44,2327.75,0.75,93.20,2.28,0.06,0.45,0.00,3406.88,45340.31,5653.88,23236.88,2841.31,18.68,28.26,27.91,25.51,22.28,8.22,16.06,10.58,0.49,82.78,2.14,1.38,23.18,2065.56,83.74,10.28,0.06,8.18,5.90
200527,Carolina Christian College,"4209 Indiana Avenue, Winston Salem, North Carolina 27105",Winston Salem,NC,27105,-80.256252,36.146168,13,Education,Education,1,0,0,1,0,2,3,1920,0,0,0," $4,321,102.00 "," $4,300,658.00 "," $20,444.00 "," $1,368,609.00 ",69,www.carolina.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree;Master's degree;Doctor's degree,City: Midsize,Yes,70,47,NA,NA,Fall 2016,"$13,528",-,199971,03570300,33301,3318.46,1590.54,1727.92,14.90,22.68,59.47,0.05,0.33,0.27,2236.62,34168.77,5457.08,19377.77,3403.54,30.63,42.65,24.86,19.73,27.49,9.07,18.83,11.10,5.88,73.41,2.65,2.27,21.88,1266.46,85.11,10.24,0.08,12.59,4.59
462035,Carolina College of Biblical Studies,"817 South McPherson Church Road, Fayetteville, North Carolina 28303-5157",Fayetteville,NC,28303,-78.939514,35.05141,,Information not available,Art,1,0,0,1,0,2,3,#N/A,169,68,101," $1,223,723.00 "," $1,223,723.00 ", $-   ," $1,223,723.00 ",52,ccbs.edu/,"4-year, Private not-for-profit",Less than one year certificate;Associate's degree;Bachelor's degree;Master's degree,City: Midsize,No,152,112,0%,NA,Fall 2016,"$15,448",-,461032,04154200,43839,4284.80,2124.40,2160.40,9.06,46.50,35.48,0.70,4.56,0.16,3271.00,41927.40,8528.80,29178.80,4497.00,20.70,35.24,35.20,25.16,24.10,5.66,9.90,8.48,0.62,81.84,3.12,1.70,16.58,1695.00,71.42,24.18,0.26,8.84,4.14
#N/A,Carolina College of Hair Design Inc,"1302 Patton Ave Suite 20, Asheville, North Carolina 28806-2711",#N/A,#N/A,#N/A,#N/A,#N/A,,Information not available,Art,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,carolinacollege.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Small,No,42,42,84%,NA,2019-20,"$12,970","Cosmetology/Cosmetologist, General",460765,04178100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
491260,Carolina University,"420 S. Broad St., Winston-Salem, North Carolina 27101",Winston-Salem,NC,27101,-80.250153,36.087962,,Information not available,Art,2,0,0,0,0,2,3,#N/A,1,0,1," $160,172.00 "," $138,562.00 "," $21,610.00 "," $160,172.00 ",67,https://www.carolinau.edu/,"4-year, Private not-for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree;Doctor's degree - research/scholarship,City: Midsize,Yes,826,350,32%,NA,Fall 2016,"$16,731",-,489937,00295600,40961,2431.50,1287.50,1144.00,7.13,39.20,51.00,0.20,0.75,0.00,1880.25,30730.50,8130.75,27256.00,7501.75,34.73,38.35,39.95,19.20,25.43,6.63,8.78,7.38,3.73,74.90,5.28,2.45,19.80,926.25,86.38,7.68,0.35,9.18,5.60
437556,Carolinas College of Health Sciences,"2110 Water Ridge Parkway, Charlotte, North Carolina 28217",Charlotte,NC,28217,-80.927508,35.181863,,Information not available,Art,1,0,0,0,1,2,3,#N/A,566,170,396," $12,133,529.00 "," $12,133,529.00 ", $-   ," $9,113,924.00 ",68,www.carolinascollege.edu/,"4-year, primarily associate's, Public",One but less than two years certificate;Associate's degree;Bachelor's degree,City: Large,No,409,409,33%,67%,Fall 2016,"$23,055",-,433174,03104200,55075,4249.78,2087.33,2162.44,25.36,16.69,47.39,0.16,8.40,0.00,2300.00,41898.11,6379.56,22560.22,3312.56,32.26,49.36,29.42,23.14,21.00,11.71,14.69,16.17,10.18,66.41,1.37,3.68,23.27,2170.56,91.80,6.26,0.07,9.48,1.91
198598,Carteret Community College,"3505 Arendell St, Morehead City, North Carolina 28557",Morehead City,NC,28557,-76.755538,34.723681,13,Education,Education,1,0,0,1,0,1,1,19520,297,147,150," $9,107,044.00 "," $8,941,930.00 "," $165,114.00 "," $1,665,720.00 ",53,www.carteret.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Town: Distant,No,1554,1554,35%,10%,Fall 2019,"$12,203",-,198206,00808100,60657,1771.38,884.50,886.88,6.09,82.61,7.06,0.18,2.00,0.05,1381.88,54930.25,9692.00,36566.13,6692.75,14.73,18.89,38.88,23.26,17.15,9.43,11.30,11.55,0.36,77.38,2.38,2.75,16.11,801.13,73.80,18.25,0.14,5.18,7.83
203942,Casal Aveda Institute,"5555 Youngstown Warren Rd Unit 606, Niles, Ohio 44446",Niles,OH,44446,-80.751433,41.213305,,Information not available,Art,1,0,0,1,0,2,3,#N/A,2,0,2," $112,079.00 "," $112,079.00 ", $-   ," $69,413.00 ",44,www.casalaveda.com/,"2-year, Private for-profit",Less than one year certificate;One but less than two years certificate;Two but less than 4 years certificate,Suburb: Large,No,112,112,56%,NA,Fall 2019,"$11,150","Cosmetology/Cosmetologist, General",203438,02560000,44494,3947.14,1936.57,2010.57,2.63,89.67,5.21,0.00,0.13,0.00,3144.71,44658.14,6109.86,24533.57,3467.86,17.81,30.17,23.96,24.47,21.51,10.80,19.24,5.34,0.44,90.96,0.93,0.40,19.54,1799.00,83.73,12.57,0.10,7.14,3.60
