studend_id,location,zip_code,gender,ethnicity,science_points,technology_points,engineering_points,art_points,math_points,average_points,profile
4357,SAN JUAN,00680,Female,Caucasian,16,29,47,89,65,49.2,"As a biologist, observing plants and animals and learning about ecosystems become my favorite activities."
4358,MAYAGUEZ,00601,Male,Asian,71,53,32,87,19,52.4,"As a child, I dive into the world of marine biology. Drawing sea creatures and learning about ocean life become my favorite activities."
4359,ADJUNTAS,00901,Male,African American,24,22,74,57,93,54,"As a high school sophomore, my fascination lies in civil engineering. Designing sustainable structures and exploring urban planning principles fuel my curiosity. In my creative moments, I sketch architectural wonders that merge precision with an artistic vision of a sustainable future."
4360,SAN JUAN,00901,Female,African American,11,23,90,74,6,40.8,"As a high school sophomore, my fascination lies in environmental engineering. Designing sustainable solutions and studying eco-friendly practices fuel my interest in both engineering and science. In my creative moments, I sketch environmentally conscious cityscapes that blend precision with an artistic vision."
4361,SAN JUAN,00716,Female,Asian,22,36,91,90,5,48.8,"As a high school sophomore, my focus is on aeronautical engineering. Understanding flight dynamics and designing aircraft captivate my interest in both engineering and science. In my creative moments, I sketch futuristic aircraft concepts, merging technical precision with imaginative design."
4362,MAYAGUEZ,00901,Female,African American,60,59,16,13,68,43.2,"As a high school sophomore, my focus is on neurobiology. Studying the intricacies of the brain and exploring neuroscience captivate my scientific curiosity. In my creative endeavors, I express my artistic side through digital illustrations that reflect the beauty of neurological processes."
4363,SAN JUAN,00601,Female,African American,91,34,98,31,66,64,"As a linguist, I embark on a language-learning journey. Mastering multiple languages and exploring different cultures become my exciting pursuits."
4364,MAYAGUEZ,00901,Female,African American,2,70,22,21,40,31,"As a linguist, I explore the richness of languages. Mastering new words and understanding diverse cultures become my exciting pursuits."
4365,SAN JUAN,00680,Male,Caucasian,8,6,28,97,80,43.8,"As an eleventh-grader, my focus is on theoretical physics. Delving into the abstract realms of the universe is both challenging and rewarding. In my artistic endeavors, I create digital paintings that visualize the complex concepts of theoretical physics, bridging the gap between science and art."
4366,ADJUNTAS,00601,Male,African American,72,88,28,1,71,52,Brings out the physicist in me. I experiment with simple physics concepts and enjoy understanding the fundamental laws of nature.
4367,MAYAGUEZ,00901,Female,Hispanic,89,76,78,96,40,75.8,"Deep interest in computer graphics. Designing virtual worlds and exploring the intersection of technology and art are my daily adventures. In my artistic pursuits, I create digital landscapes that push the boundaries of visual storytelling."
4368,ADJUNTAS,00901,Male,Caucasian,38,17,89,43,24,42.2,"Deeply engrossed in the world of artificial intelligence. Coding algorithms, exploring machine learning, and understanding the potential of AI are my technological pursuits. In my downtime, I express my artistic side through creating digital artworks that reflect the harmony between code and creativity."
4369,ADJUNTAS,00901,Female,Hispanic,52,95,5,55,87,58.8,"Delving into the world of environmental engineering. Designing sustainable solutions and exploring eco-friendly practices fuel interest in both engineering and science. In creative pursuits, sketch concepts for green urban spaces that blend precision with an artistic vision."
4370,ADJUNTAS,00601,Male,African American,97,48,66,70,52,66.6,
4371,PONCE,00716,Female,African American,88,37,35,34,22,43.2,"Enjoys exploring nature. Fascinated by bugs and butterflies, I express my creativity through colorful drawings of my little insect friends."
4372,PONCE,00901,Female,Hispanic,63,0,75,94,41,54.6,Enjoys hands-on experiments. Mixing colors and watching reactions unfold is my idea of a fantastic science adventure.
4373,MAYAGUEZ,00901,Male,Asian,21,74,51,46,6,39.6,"Enjoys solving puzzles. From jigsaw puzzles to math challenges, express creativity by figuring out solutions."
4374,ADJUNTAS,00680,Female,African American,4,4,77,90,78,50.6,"Exploring the exciting world of robotics. Building and programming robots is not just a hobby but a thrilling adventure in technology. Outside of the tech realm, I express my artistic side through crafting sculptures that incorporate elements of engineering design."
4375,ADJUNTAS,00716,Female,Caucasian,31,95,99,100,51,75.2,"Fascinated by bioinformatics. Analyzing biological data and exploring the intersection of biology and computer science are scientific pursuits. In artistic moments, creates digital visualizations that bridge the gap between genomics and art."
4376,PONCE,00901,Female,Hispanic,75,60,56,17,39,49.4,"Fascinated by marine biology, Exploring underwater ecosystems and learning about marine creatures captivates my curiosity. When I'm not immersed in the world of science, I channel my artistic side into creating colorful marine-themed drawings."
4377,SAN JUAN,00901,Female,Hispanic,37,10,95,12,24,35.6,"Fascinated by marine biology. Studying underwater ecosystems and marine life is my scientific voyage. In my artistic pursuits, I express my creativity through creating vibrant marine-themed digital illustrations that blend science and art."
4378,ADJUNTAS,00716,Female,African American,7,29,94,52,31,42.6,Fascinated by technology. Enjoys playing educational games on my tablet and draws pictures of futuristic gadgets.
4379,PONCE,00716,Female,Hispanic,22,97,5,47,20,38.2,"Fascinated by the world of environmental science. Studying ecosystems and advocating for sustainability are my scientific passions. In my creative moments, I create digital illustrations that highlight the importance of preserving our planet."
4380,MAYAGUEZ,00601,Male,Hispanic,42,13,29,39,18,28.2,"Fascination for insects, I love learning about different bugs and drawing pictures of them in their tiny habitats."
4381,MAYAGUEZ,00601,Male,Caucasian,59,19,91,48,35,50.4,Fascination for sea life. Drawing colorful underwater scenes with fish and corals is the way of exploring the ocean.
4382,SAN JUAN,00901,Female,Asian,95,41,53,55,96,68,"Finds joy in patterns. Whether it's arranging blocks or creating sequences, loves expressing creativity through simple math play."
4383,ADJUNTAS,00680,Female,Asian,54,76,65,25,84,60.8,"Focused on aerospace engineering. Understanding flight dynamics and designing innovative aircraft captivate my interest in both engineering and science. In my creative moments, I sketch futuristic aircraft concepts that merge technical precision with imaginative design."
4384,PONCE,00601,Male,Hispanic,73,44,61,64,88,66,
4385,PONCE,00601,Male,Asian,51,51,26,60,96,56.8,I am interested in astronomy. I gaze at the night sky exploring constellations and dreaming about the mysteries of the universe.
4386,SAN JUAN,00901,Male,Hispanic,82,16,28,30,91,49.4,"I am on a linguistic journey, learning new words and exploring different languages become my exciting pursuits."
4387,PONCE,00680,Male,Asian,23,37,39,100,44,48.6,I am passionate about environmental awareness. I actively participate in tree-planting events and community clean-ups to promote a healthier planet.
4388,PONCE,00716,Female,Asian,83,14,97,92,100,77.2,I am passionate about environmental science. I actively participate in eco-friendly initiatives promoting sustainability in my community.
4389,SAN JUAN,00680,Female,Caucasian,25,36,47,87,82,55.4,"I enjoy counting shapes. Whether it's triangles or circles, I express my creativity through simple math drawings."
4390,MAYAGUEZ,00901,Male,Hispanic,57,4,32,79,22,38.8,I enjoy simple experiments. Mixing colors and watching them change is my way of having fun with science.
4391,SAN JUAN,00680,Male,Caucasian,69,47,4,38,98,51.2,"I have a deep interest in artificial intelligence ethics. Exploring the ethical implications of AI and machine learning is my intellectual pursuit. In my artistic endeavors, I create thought-provoking digital artwork that addresses the ethical dimensions of technology."
4392,SAN JUAN,00901,Male,African American,89,0,54,86,31,52,"I have a fascination for biotechnology. Understanding genetic engineering and exploring the potential of biotech applications are my scientific pursuits. In my artistic moments, I create digital illustrations that visualize the intersection of biology and technology."
4393,MAYAGUEZ,00901,Male,Asian,45,49,0,48,50,38.4,"I have a love for digital storytelling. Exploring multimedia storytelling and the convergence of technology and narrative are my creative pursuits. In my artistic moments, I create digital narratives that push the boundaries of storytelling in the digital age."
4394,MAYAGUEZ,00601,Female,African American,88,37,11,7,18,32.2,"I have a love for ornithology. Studying birds and understanding their behavior is my scientific journey. In my artistic pursuits, I express my creativity through intricate bird-themed digital illustrations that blend science and art."
4395,SAN JUAN,00901,Male,Hispanic,51,75,51,37,78,58.4,"I have a love for sustainable architecture. Designing eco-friendly structures and exploring innovative building materials fuel my interest in both engineering and art. In my creative pursuits, I sketch architectural wonders that merge precision with an artistic vision for a greener future."
4396,ADJUNTAS,00680,Male,Hispanic,59,44,99,66,7,55,I have a passion for building bridges. I enjoy creating structures with my building blocks and draw pictures of fantastic bridges.
4397,MAYAGUEZ,00680,Male,Hispanic,44,69,68,77,11,53.8,"I have a passion for chemical engineering. Mixing substances and exploring reactions are my daily adventures in the world of science. In my artistic endeavors, I create digital illustrations that visualize chemical processes in a vibrant and creative way."
4398,SAN JUAN,00601,Female,African American,26,16,26,20,63,30.2,I have a passion for drawing robots. I love imagining futuristic worlds and creating pictures of friendly robots doing cool things.
4399,PONCE,00901,Female,African American,43,16,15,46,74,38.8,"I have a passion for marine biology. Exploring aquatic ecosystems and studying marine life is my scientific journey. In my artistic pursuits, I create digital underwater-themed illustrations, blending my love for science with a touch of creativity."
4400,ADJUNTAS,00680,Female,Hispanic,32,10,92,93,57,56.8,"I have a passion for sustainable fashion. Exploring eco-friendly materials and innovative design practices are my interests in both art and science. In my creative moments, I sketch sustainable fashion concepts that blend artistic flair with environmental consciousness."
4401,PONCE,00716,Male,Hispanic,30,5,16,32,58,28.2,I have been introduced to marine biology. Studying the wonders of the ocean and marine life becomes my passion and source of fascination.
4402,MAYAGUEZ,00601,Female,African American,14,23,70,52,38,39.4,I love all things space. Drawing planets and imagining alien friends are my favorite creative pastimes.
4403,ADJUNTAS,00901,Female,Hispanic,71,47,95,55,41,61.8,I love storytelling. I enjoy creating tales about friendly monsters and illustrate them with my crayons.
4404,SAN JUAN,00716,Male,Asian,96,67,2,19,86,54,"I'm a high school junior deeply immersed in the world of genetic research. Exploring the intricacies of DNA and molecular biology is my scientific passion. Outside the lab, I channel my creativity into digital art that visually represents genetic codes and biological structures."
4405,ADJUNTAS,00680,Female,Hispanic,61,38,17,56,64,47.2,"I'm a high school junior passionate about environmental science journalism. Reporting on climate issues and exploring the intersection of science and storytelling are my pursuits. In my artistic moments, I create digital illustrations that accompany my articles, bringing environmental stories to life."
4406,MAYAGUEZ,00716,Male,Asian,1,18,65,22,34,28,"I'm a high school junior passionate about marine biology. Studying marine ecosystems and marine life is my scientific voyage. In my artistic pursuits, I express my creativity through digital underwater-themed paintings, blending my love for science and art."
4407,ADJUNTAS,00716,Female,Caucasian,47,94,32,86,81,68,"I'm a high school junior with a fascination for aerospace technology. Understanding flight dynamics, exploring spacecraft design, and delving into aeronautics are my scientific pursuits. In my artistic moments, I sketch futuristic spacecraft concepts that blend technical precision with imaginative design."
4408,SAN JUAN,00601,Female,African American,43,80,97,60,42,64.4,
4409,SAN JUAN,00716,Male,Asian,90,31,38,34,52,49,
4410,ADJUNTAS,00716,Male,African American,15,42,68,61,70,51.2,"I'm a high school senior with a deep love for pure mathematics. Exploring abstract concepts and solving complex problems are my daily pursuits. In my artistic endeavors, I create intricate mathematical art that visualizes the elegance of mathematical structures."
4411,SAN JUAN,00901,Female,African American,68,47,94,54,3,53.2,"I'm a high school senior with a focus on aerospace engineering. Understanding flight dynamics and exploring space exploration captivate my interest in both engineering and science. In my creative moments, I sketch futuristic spacecraft concepts, merging technical precision with imaginative design."
4412,ADJUNTAS,00716,Female,Caucasian,74,21,4,38,40,35.4,"I'm a high school senior, and my focus is on applied mathematics. Solving complex problems and exploring mathematical applications in various fields are my daily adventures. In my artistic pursuits, I create mathematical art that visualizes the elegance of mathematical concepts."
4413,ADJUNTAS,00901,Male,Hispanic,85,97,79,85,91,87.4,"I'm a junior delving into the world of neuroscience. Studying the brain's complexities and understanding cognitive functions is my scientific journey. Outside of the lab, I express my artistic side through creating digital artwork that explores the connection between the mind and creativity."
4414,ADJUNTAS,00680,Female,Asian,39,55,21,92,76,56.6,"I'm a junior passionate about quantum physics. Delving into the mysteries of quantum mechanics and exploring theoretical physics is my scientific journey. In my creative moments, I visualize complex quantum concepts through digital artwork, merging science with artistic interpretation."
4415,ADJUNTAS,00601,Male,Asian,94,74,10,48,39,53,"I'm a junior with a passion for astrophysics. Unraveling the mysteries of the cosmos and exploring celestial phenomena are my scientific pursuits. In my artistic endeavors, I create digital space-themed collages that capture the beauty and vastness of the universe."
4416,MAYAGUEZ,00716,Male,Asian,86,31,16,34,85,50.4,
4417,SAN JUAN,00716,Male,Caucasian,0,83,2,61,25,34.2,
4418,ADJUNTAS,00901,Female,Hispanic,81,66,46,65,0,51.6,
4419,SAN JUAN,00901,Female,African American,58,19,61,54,34,45.2,
4420,MAYAGUEZ,00601,Female,African American,12,31,46,17,65,34.2,
4421,SAN JUAN,00716,Female,Asian,91,19,32,52,43,47.4,
4422,SAN JUAN,00680,Female,African American,43,39,23,34,37,35.2,"I'm an eleventh-grader with a passion for pure mathematics. Exploring abstract concepts and solving complex problems are my daily pursuits. In my artistic endeavors, I create mathematical art that visualizes the beauty and patterns inherent in mathematical structures."
4423,PONCE,00601,Male,Caucasian,54,39,61,43,89,57.2,"I'm engrossed in the world of artificial intelligence. Developing algorithms and exploring machine learning are my technological pursuits. Beyond coding, I express my artistic side through creating digital artworks that visualize the synergy between technology and creativity."
4424,PONCE,00716,Female,Asian,47,61,1,13,87,41.8,"I'm focused on theoretical mathematics. Exploring abstract concepts and solving complex problems are my daily pursuits. In my artistic endeavors, I create intricate mathematical art that visualizes the elegance of mathematical structures in a visually appealing way."
4425,PONCE,00680,Male,Asian,22,97,36,17,42,42.8,"I'm navigating the realm of computer programming. Coding algorithms and developing software are my technological pursuits. Outside of the digital landscape, I express my artistic side through creating intricate digital patterns inspired by mathematical concepts."
4426,ADJUNTAS,00716,Male,Asian,31,44,89,31,68,52.6,"I'm navigating the world of app development. Coding mobile applications, exploring user interfaces, and pushing the boundaries of technology are my technological pursuits. In my artistic moments, I design digital interfaces that seamlessly blend functionality with visual appeal."
4427,PONCE,00680,Female,Asian,34,54,8,21,52,33.8,"Immersed in the world of theoretical physics. Delving into the abstract realms of the universe and exploring complex theories are my scientific passions. In my creative endeavors, I visualize intricate physics concepts through digital paintings, blending science with artistic interpretation."
4428,PONCE,00716,Male,Caucasian,98,94,47,98,71,81.6,"In an artistic journey, expressing my creativity through painting and sculpture becomes a way to capture the beauty around me."
4429,PONCE,00901,Female,African American,42,62,91,1,93,57.8,"In literature, reading stories and creating my own imaginative tales become my favorite pastimes."
4430,SAN JUAN,00680,Male,Hispanic,68,76,0,69,1,42.8,"In my artistic journey, I express my creativity through colorful paintings capturing the beauty of nature and imagination."
4431,ADJUNTAS,00901,Male,Hispanic,62,16,35,47,23,36.6,In seventh grade I immerse myself in the world of literature. Reading classic novels and writing my own stories become my favorite pastimes.
4432,SAN JUAN,00716,Male,Asian,36,80,26,38,87,53.4,"In the world of literature, reading stories and creating my own imaginative tales become my favorite pastimes."
4433,PONCE,00680,Female,Caucasian,83,6,62,63,88,60.4,"In the world of mathematics, solving challenging problems and understanding mathematical concepts become my passion."
4434,MAYAGUEZ,00901,Female,Hispanic,44,68,52,31,89,56.8,"In the world of technology, exploring gadgets and learning about computer programming bring excitement to my playtime."
4435,ADJUNTAS,00680,Female,Hispanic,81,45,22,92,69,61.8,"Intrigued by civil engineering, Designing structures and understanding the principles of construction is my engineering journey. In my artistic pursuits, I sketch architectural wonders that merge precision with an artistic vision of a sustainable future."
4436,PONCE,00680,Female,African American,70,84,31,68,22,55,Introduces me to marine biology. Studying the wonders of the ocean and marine life becomes my passion and source of fascination.
4437,MAYAGUEZ,00680,Male,Asian,6,30,1,37,80,30.8,Introduces me to the wonders of history. I delve into ancient civilizations and enjoy discovering the stories of the past through books and documentaries.
4438,ADJUNTAS,00601,Female,African American,48,76,93,7,95,63.8,Introduces me to the world of coding. I explore programming languages and enjoy creating simple software applications.
4439,MAYAGUEZ,00901,Female,African American,9,53,3,67,64,39.2,Introduces me to the world of robotics. Building and programming robots become my passion and I enjoy participating in robotics competitions.
4440,ADJUNTAS,00680,Male,Asian,28,33,3,54,67,37,Is my year for environmental awareness. I actively participate in tree-planting events and community clean-ups to promote a healthier planet.
4441,PONCE,00680,Male,Caucasian,77,90,98,21,97,76.6,"Loves mathematics. Solving challenging problems and exploring mathematical patterns fuel my daily adventures. In my artistic pursuits, I create mathematical art that visualizes the elegance of mathematical concepts."
4442,SAN JUAN,00901,Female,African American,56,18,36,21,31,32.4,Loves numbers. Counting everything around me and creating colorful math drawings is my superpower.
4443,MAYAGUEZ,00680,Male,Hispanic,9,6,42,57,70,36.8,"Loves observing the sky, I enjoy drawing colorful sunsets and imagining the stories behind the clouds."
4444,MAYAGUEZ,00680,Female,Asian,85,2,20,90,52,49.8,"Loves shapes, Drawing pictures using circles, squares, and triangles is my favorite way to express my creative side."
4445,PONCE,00601,Male,Caucasian,66,26,5,66,64,45.4,Loves simple experiments. Mixing baking soda and vinegar to create fizzing reactions is my idea of a fun and messy science time.
4446,ADJUNTAS,00716,Female,Caucasian,9,25,88,92,8,44.4,Loves stories. Enjoys creating imaginative tales and illustrates them with colorful drawings.
4447,SAN JUAN,00601,Male,Caucasian,36,13,83,47,24,40.6,"Loves storytelling, Creating adventures for my stuffed animals and illustrating them in my own little picture books."
4448,PONCE,00901,Female,Hispanic,28,63,54,32,70,49.4,"Loves tinkering. Whether it's building a cardboard spaceship or creating unique shapes with clay, always exploring my artistic side."
4449,PONCE,00680,Male,African American,64,91,3,33,75,53.2,"Loves to observe plants. Enjoys drawing flowers and trees, imagining how they grow and change with the seasons."
4450,SAN JUAN,00601,Female,African American,74,62,83,99,68,77.2,"Marine biology, studying underwater ecosystems and marine creatures captivates my curiosity."
4451,ADJUNTAS,00601,Female,Hispanic,13,57,23,58,62,42.6,Marks my exploration into environmental science. I actively participate in eco-friendly projects advocating for a greener and cleaner world.
4452,MAYAGUEZ,00680,Female,Hispanic,2,37,48,32,71,38,Marks my journey into mathematics. I find joy in solving challenging math problems and discovering the beauty of mathematical patterns.
4453,MAYAGUEZ,00901,Female,Caucasian,37,45,94,17,25,43.6,Marks my journey into music. Playing musical instruments and composing melodies become my outlets for creativity and self-expression.
4454,SAN JUAN,00716,Female,Caucasian,71,21,30,9,51,36.4,Marks my journey into technology. Exploring gadgets and learning about computer programming become my favorite activities during playtime.
4455,MAYAGUEZ,00901,Female,African American,87,69,89,99,42,77.2,Marks the beginning of my technological adventures. Exploring gadgets and learning about computer programming bring excitement to my playtime.
4456,SAN JUAN,00680,Male,Asian,94,49,7,44,5,39.8,"My fascination lies in chemistry, Mixing chemicals and observing reactions spark my scientific curiosity. In my artistic moments, I express my creativity through digital art that visualizes the beauty of chemical reactions."
4457,SAN JUAN,00680,Female,African American,81,25,42,86,37,54.2,My passion for technology blossoms. Exploring gadgets and learning about computer programming become my favorite activities during playtime.
4458,SAN JUAN,00716,Male,African American,3,12,12,5,4,7.2,"Navigating the world of robotics. Building and programming robots are not just a hobby but a thrilling adventure in technology. Beyond the tech realm, I express my artistic side through crafting sculptures that incorporate elements of engineering design."
4459,MAYAGUEZ,00716,Female,African American,98,52,4,86,62,60.4,Now marks the beginning of my technological adventures. Exploring gadgets and learning about computer programming bring excitement to my playtime.
4460,PONCE,00680,Male,African American,80,70,27,9,42,45.6,"Passion for building simple machines, Whether it's a pulley or a lever, I enjoy creating mini-contraptions with my toys."
4461,MAYAGUEZ,00901,Female,Asian,82,47,76,65,12,56.4,"Passion for computer programming, Writing code, creating simple games, and exploring the world of technology are my daily pursuits. Outside of coding, I express my artistic side through designing digital interfaces that blend functionality with aesthetic appeal."
4462,MAYAGUEZ,00716,Male,Hispanic,50,73,74,61,16,54.8,"Passion for marine biology, Studying underwater ecosystems and marine life captivates my scientific curiosity. In my creative moments, I express my artistic flair through creating vibrant marine-themed drawings that blend science and art."
4463,SAN JUAN,00680,Female,African American,61,10,43,5,57,35.2,"Passion for physics. Understanding the laws of motion and exploring the wonders of the physical world captivates my scientific curiosity. In my artistic endeavors, I express my creative side through digital paintings that visualize the concepts of physics."
4464,MAYAGUEZ,00716,Male,Hispanic,82,72,53,68,69,68.8,"Passionate about astronomy. Exploring the cosmos and learning about celestial bodies spark my scientific imagination. In my artistic endeavors, I create digital space-themed collages that capture the beauty and vastness of the universe."
4465,SAN JUAN,00901,Female,Asian,28,90,10,7,13,29.6,"Passionate about astronomy. Studying the cosmos and exploring celestial phenomena are scientific endeavors. In artistic moments, creates digital space-themed artwork that merges science and visual storytelling."
4466,SAN JUAN,00680,Male,Hispanic,35,16,43,54,11,31.8,"Passionate about astrophysics. Unraveling the mysteries of the cosmos and exploring celestial phenomena are my scientific pursuits. In my creative moments, I create digital space-themed collages that capture the beauty and vastness of the universe."
4467,MAYAGUEZ,00901,Male,Asian,53,95,6,19,86,51.8,"Passionate about biomedical research. Understanding the complexities of human biology and exploring medical advancements fuel my scientific curiosity. In my artistic endeavors, I create digital illustrations that visualize the intricate world of cells and molecules."
4468,MAYAGUEZ,00601,Male,Asian,26,94,71,51,39,56.2,"Passionate about computer programming. Coding algorithms, developing software, and exploring the vast world of technology are my daily pursuits. In my artistic moments, I create digital graphics that bridge the gap between technology and visual aesthetics."
4469,SAN JUAN,00716,Female,African American,42,38,0,38,0,23.6,Passionate about dinosaurs. Enjoys learning about different species and draws pictures of favorite prehistoric creatures.
4470,ADJUNTAS,00716,Male,Asian,46,48,51,13,24,36.4,"Passionate about physics. Understanding the laws of motion and exploring the wonders of the physical world captivates my scientific curiosity. In my artistic endeavors, I express my creative side through digital paintings that visualize the concepts of physics."
4471,PONCE,00680,Female,Caucasian,69,60,34,11,27,40.2,"Passionate about space. Rockets and planets amaze me, and I often draw pictures of colorful galaxies and stars."
4472,MAYAGUEZ,00680,Female,Hispanic,28,6,96,87,30,49.4,"Passionate about technology. Coding algorithms, exploring software development, and diving into the digital world are my go-to activities. Outside of technology, I enjoy creating intricate sculptures that bridge the gap between engineering precision and artistic expression."
4473,SAN JUAN,00601,Female,African American,43,70,23,54,88,55.6,"Seventh grade is my introduction to the world of robotics. Building and programming robots is not just a hobby but a thrilling adventure in technology. Beyond robotics, I express my artistic side through crafting sculptures that incorporate elements of engineering design."
4474,MAYAGUEZ,00680,Female,Caucasian,83,1,64,53,92,58.6,"Seventh grade marks my initiation into the captivating world of architecture. Designing structures and understanding spatial relationships fuel my interest in both engineering and art. In my creative pursuits, I sketch architectural wonders that blend precision with creative vision."
4475,PONCE,00716,Male,Hispanic,62,63,71,75,24,59,
4476,MAYAGUEZ,00901,Female,Caucasian,74,65,30,40,94,60.6,Sparks my interest in astronomy. Exploring the cosmos and learning about the planets and stars become my fascinating adventures.
4477,PONCE,00680,Male,African American,74,21,18,95,52,52,Sparks my interest in astronomy. I gaze at the night sky exploring constellations and dreaming about the mysteries of the universe.
4478,ADJUNTAS,00601,Female,Hispanic,9,46,32,3,32,24.4,Sparks my interest in psychology. Understanding the human mind and behavior becomes my fascination and I enjoy reading books on the subject.
4479,MAYAGUEZ,00901,Male,Hispanic,91,0,2,61,62,43.2,"Tenth grade has me captivated by aerospace engineering. Understanding flight dynamics and designing aircraft fuel my curiosity in both engineering and science. In my artistic moments, I sketch futuristic aircraft concepts that merge technical precision with creative vision."
4480,MAYAGUEZ,00716,Female,Asian,99,86,38,2,61,57.2,This is my year for artistic expression. Painting and drawing become my favorite ways to capture the beauty of the world around me.
4481,SAN JUAN,00680,Female,Caucasian,75,36,12,71,99,58.6,This year marks my journey into technology. Exploring gadgets and learning about computer programming become my favorite activities during playtime.
4482,ADJUNTAS,00601,Male,Caucasian,96,26,64,2,86,54.8,Understanding the human mind and behavior becomes my fascination and I enjoy reading books on the subject.
4483,SAN JUAN,00680,Female,Hispanic,38,20,72,25,47,40.4,Actively involved in sports and advocating for healthy lifestyles.
4484,MAYAGUEZ,00716,Female,Caucasian,31,84,3,46,8,34.4,
4485,SAN JUAN,00680,Female,Hispanic,22,34,13,5,3,15.4,Engaged in community service and passionate about social justice.
4486,ADJUNTAS,00716,Female,Hispanic,91,61,90,16,100,71.6,Active in promoting diversity and inclusion on campus.
4487,ADJUNTAS,00601,Female,Asian,57,30,3,8,52,30,Active in supporting local charities and fundraising events.
4488,MAYAGUEZ,00601,Female,Hispanic,21,27,70,81,78,55.4,"Active member of the debate club, passionate about social justice issues."
4489,ADJUNTAS,00716,Female,Caucasian,97,100,6,92,60,71,"Actively involved in music and arts, contributes to campus cultural events."
4490,MAYAGUEZ,00601,Female,African American,61,73,20,78,100,66.4,"Actively participates in sports events, promotes a healthy lifestyle."
4491,SAN JUAN,00680,Male,Asian,41,72,58,56,59,57.2,"Actively volunteers at local shelters, dedicated to community welfare."
4492,MAYAGUEZ,00601,Female,African American,99,52,2,6,81,48,"Advocates for gender equality, organizes awareness campaigns."
4493,MAYAGUEZ,00901,Male,Hispanic,41,84,85,77,59,69.2,"Advocates for mental health awareness, organizes workshops on campus."
4494,SAN JUAN,00716,Female,Asian,23,23,47,56,83,46.4,Advocating for environmental awareness and conservation efforts.
4495,ADJUNTAS,00680,Male,Asian,52,62,52,92,88,69.2,Advocating for LGBTQ+ rights and equality in the community.
4496,ADJUNTAS,00601,Male,Hispanic,23,48,58,3,88,44,"Devoted to community outreach, works towards reducing homelessness."
4497,ADJUNTAS,00680,Male,Caucasian,72,59,82,59,99,74.2,"Devoted to promoting diversity and inclusion, leads student organization on campus."
4498,PONCE,00901,Female,Hispanic,41,43,80,4,65,46.6,Engaged in animal welfare activities and rescue missions.
4499,MAYAGUEZ,00601,Female,Hispanic,60,42,57,0,76,47,Engaged in local community service projects.
4500,ADJUNTAS,00601,Male,Hispanic,47,13,43,75,84,52.4,"Engaged in research projects, aspiring to make advancements in medical science."
4501,PONCE,00716,Female,Hispanic,15,9,33,38,7,20.4,"Enthusiastic about STEM education, participates in coding competitions."
4502,MAYAGUEZ,00601,Female,Hispanic,36,27,69,6,86,44.8,Interested in STEM fields and volunteering for local science programs.
4503,SAN JUAN,00716,Male,Caucasian,65,90,93,20,44,62.4,Involved in community gardening and promoting sustainable living.
4504,MAYAGUEZ,00601,Female,Asian,94,34,79,70,79,71.2,"Involved in entrepreneurship, runs a small business while studying."
4505,MAYAGUEZ,00680,Male,Caucasian,42,70,89,16,32,49.8,Involved in promoting mental health awareness on campus.
4506,SAN JUAN,00901,Male,Hispanic,0,41,24,64,33,32.4,"Involved in sports and fitness, participates in intramural leagues."
4507,PONCE,00901,Female,Asian,83,37,100,67,77,72.8,"Involved in technology clubs, passionate about innovation."
4508,ADJUNTAS,00601,Male,Asian,6,6,60,69,1,28.4,"Participates in cultural exchange programs, promotes diversity on campus."
4509,ADJUNTAS,00680,Female,Asian,93,58,64,61,3,55.8,"Participates in student government, works towards improving campus facilities."
4510,ADJUNTAS,00716,Female,African American,67,85,61,39,39,58.2,Participating in community clean-up initiatives.
4511,SAN JUAN,00901,Female,Caucasian,31,3,77,59,62,46.4,Participating in cultural exchange programs and language learning initiatives.
4512,SAN JUAN,00901,Female,Caucasian,29,75,12,80,62,51.6,Participating in mentorship programs for young girls interested in STEM.
4513,ADJUNTAS,00601,Male,Caucasian,16,11,70,89,100,57.2,Participating in programs to address homelessness and poverty.
4514,MAYAGUEZ,00680,Female,Hispanic,67,29,49,94,27,53.2,"Passionate about arts and culture, actively involved in local art events."
4515,MAYAGUEZ,00601,Female,Caucasian,26,78,3,27,58,38.4,"Passionate about arts and culture, actively involved in local theater groups."
4516,ADJUNTAS,00680,Female,African American,6,83,32,75,98,58.8,Passionate about social entrepreneurship and community development.
4517,ADJUNTAS,00601,Male,African American,11,26,49,64,47,39.4,Passionate about technology and involved in coding clubs.
4518,SAN JUAN,00901,Male,Caucasian,81,80,99,33,25,63.6,"Pursuing a degree in environmental engineering, focused on sustainability."
4519,ADJUNTAS,00680,Female,African American,55,35,13,25,80,41.6,"Pursuing a degree in environmental science, committed to sustainability initiatives."
4520,PONCE,00680,Female,Caucasian,43,52,75,52,73,59,Volunteering in educational programs to support underprivileged students.
4521,MAYAGUEZ,00601,Female,African American,67,17,17,14,25,28,Volunteering in healthcare-related initiatives in the local community.
4522,ADJUNTAS,00601,Female,Asian,20,80,68,48,64,56,"Volunteers at local animal shelters, advocates for animal rights."
4523,ADJUNTAS,00680,Female,Asian,91,10,87,34,15,47.4,"I am an astronomy enthusiast and stargazer. Observing celestial events, studying constellations, and exploring the mysteries of the universe captivate my curiosity."
